INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
G983421067812,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, bad transformer, line down, span pole down blocking road.",45.62978424,-73.926034648
G983421067812,"Crews assessing damage, found bad transformer, unable to reach location due to pole down blocking road, span pole down, can't access, will reassess once asset is located in GIS.",45.62988434,-73.874138511
G983421067812,"Transformer on ground, unable to reach location, assessing damage, found bad transformer, pole down blocking road, no bucket truck available, phase up, asset not found in GIS.",45.636559519,-73.62781079
G983421067812,"Opened PLF - Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road.",45.636652187,-73.510681249
G983421067812,"""Unable to Reach Location, assessing damage, found pole down, phase up, can't access, bad transformer""",45.637384261,-73.784719529
G983421067812,"opened ticket #98765, assessing damage, found bad transformer, unable to reach location, can't access, pole down, line down, span pole down blocking road, phase up, tree down, no bucket truck available",45.641134054,-73.789584974
G983421067814,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.641233736,-73.705535474
G983421067814,"LINE ISSUE CONFIRMED - TRANSFORMER FAILURE - INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE, BRANCH DISRUPTION - TREE DOWN ON LINE, PRI1.",45.643722348,-73.56960415
G983421067814,"pri1, assessing damage, pole down, unable to reach location, bad transformer",45.64380914,-73.902666115
G983421067815,"""pri1 line down, assessing damage, unable to reach location, bad transformer, can't access, tree down blocking road""",45.644037767,-73.510630259
G983421067815,"opened 2 pole down, assessing damage, unable to reach location, bad transformer",45.411044985,-73.771914537
G983421067819,"Transformer down, assessing damage, unable to reach location, pole down, line down, can't access, bad transformer, span pole down blocking road, phase up, asset not found in GIS.",45.411305478,-73.550052521
G983421067819,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down nearby.",45.411733305,-73.768707547
G983421067819,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.417307113,-73.921682765
G983421067819,"plf unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.419438675,-73.655074262
G983421067819,"ocr 3606 - INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION, CAN'T ACCESS, SPAN POLE DOWN BLOCKING ROAD, ASSET NOT FOUND IN GIS.",45.41975628,-73.872414361
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS, CAN'T ACCESS, PHASE UP REQUIRED.",45.426091417,-73.48989696
G983421067819,"FOUND TREE DOWN, LIMB DOWN BLOCKING ROAD, ASSESSING DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER",45.428526149,-73.489746979
G983421067819,"Assessing damage, unable to reach location due to pole down, pri1, and a limb down blocking road, will need to locate issue and replace bad transformer.",45.428913705,-73.649758754
G983421067819,"""Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down nearby.""",45.43114142,-73.895063491
G983421067819,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage",45.434088516,-73.815299761
G983421067819,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.438728496,-73.644724857
G983421067819,"assessing damage, can't access, pole down, pri1, unable to reach location, bad transformer",45.441348965,-73.593366636
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down, line down, span pole down blocking road, can't access.",45.445157871,-73.770104293
G983421067819,"Assessing damage, unable to reach location, line down, pole down, bad transformer, can't access, phase up, transformer",45.445962629,-73.652968624
G983421067819,"plf open. assessing damage, unable to reach location, transformer issue, pole down, line down on cedar st. between two oak end poles. one span into oh lateral, can't access, bad transformer.",45.446345334,-73.743696308
G983421067819,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS, CAN'T ACCESS, PRI1, SPAN POLE DOWN.",45.448276033,-73.764074272
G983421067819,"opened 277/480v transformer #42111.....tree down on pri1, can't access, assessing damage, found bad transformer, need crew to repair and locate issue, pole down blocking road.",45.453267702,-73.710363123
G983421067819,"D phase transformer issue at 123 Main St, unable to reach location due to pri1 line down, pole down blocking road, assessing damage, found bad transformer, will need to locate issue, no bucket truck available, can't access, asset not found in GIS.",45.459929956,-73.792787273
G983421067819,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access, phase up.",45.460424256,-73.681136389
G983421067819,"Transformer issue at 123 Main St, assessing damage, unable to reach location, bad transformer, line down, pole down blocking road.",45.461755455,-73.691777523
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.462418014,-73.888834477
G983421067819,"TX  OFF  - Storm Response Map Alert: Unable to locate issue, assessing damage, can't access location due to pole down, pri1, and span pole down blocking road, further investigation found bad transformer, will require bucket truck to assess and repair.",45.462977453,-73.86730135
G983421067819,"Assessing damage, found bad transformer, unable to reach location due to pole down, blocking road, phase up.",45.463478914,-73.743443985
G983421067819,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, TREE DOWN BLOCKING ROAD",45.464594477,-73.847539563
G983421067819,"Line crew assessing damage, unable to reach location due to pole down, found bad transformer, span pole down blocking road, can't access.",45.466434451,-73.492737147
G983421067819,"2711 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.469460134,-73.646439617
G983421067819,"[0_2473543146] TREE LIMB DOWN BLOCKING ACCESS TO ASSESS DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, FOUND BAD TRANSFORMER, ASSESSING DAMAGE TO LINE, CAN'T ACCESS AREA TO LOCATE ISSUE, ASSET NOT FOUND IN GIS.",45.469595299,-73.64643191
G983421067819,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, limb down.",45.472071616,-73.536825492
G983421067819,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer.",45.473205334,-73.807776566
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.474226849,-73.865859916
G983421067819,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD",45.474746838,-73.533453198
G983421067819,"All wire #1 ACSR. Unable to Reach Location, assessing damage, found bad transformer on pole 1234567890. Line down, pole down, pri1, span pole down blocking road, phase up. Tree down, limb down on span 9876543210. No bucket truck available to access.",45.479007462,-73.774084856
G983421067819,"Line down, pole down, assessing damage, unable to reach location, bad transformer",45.481944148,-73.539807603
G983421067819,"Assessing damage, unable to reach location, found bad transformer, pole down, blocking road, phase up at 1200 w 23rd st.",45.486167428,-73.912555274
G983421067819,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road.",45.48890747,-73.805564842
G983421067819,"pri1 down, assessing damage, unable to reach location, pole down blocking road, bad transformer.",45.491125414,-73.848309257
G983421067819,"ride 2 ph line to west. unable to reach location, assessing damage, found bad transformer, pole down, can't access, need bucket truck.",45.492202354,-73.539301131
G983421067819,"TREE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, SPAN POLE DOWN",45.492254876,-73.897316507
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, blocking road.",45.49537045,-73.675916502
G983421067819,"Found limb down on pri1, assessing damage, unable to reach location due to pole down blocking road, bad transformer.",45.499106594,-73.678007812
G983421067819,"OPEN PLF AT 1234567890. Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road.",45.503062736,-73.852718371
G983421067819,"tps 23456 - INCIDENT AUTO-GENERATED FROM ADMS, Crew assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.504877261,-73.499130895
G983421067819,,45.5071179,-73.886225519
G983421067819,"LINE DOWN, POLE DOWN, PHASE UP, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, TREE DOWN BLOCKING ROAD, NO BUCKET TRUCK AVAILABLE TO REACH LOCATION.",45.508588961,-73.543857641
G983421067819,"opened switch 71518 unable to access location, assessing damage, found bad transformer, pole down blocking road, can't access, line down",45.508944021,-73.810506047
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.510989492,-73.64674093
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.512480076,-73.500021771
G983421067819,"Assessing damage, unable to reach location, pole down, bad transformer, can't access, line down, phase up, tree down blocking road.",45.515048892,-73.686524886
G983421067819,"Primary down, assessing damage, unable to reach location, pole down, bad transformer, can't access, line down, span pole down blocking road.",45.519126813,-73.591332644
G983421067819,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, span pole down blocking road.",45.519197643,-73.77746999
G983421067819,"LINE ISSUE - ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE TO REMOVE TREE DEBRIS FROM LINE.",45.520758315,-73.752773484
G983421067819,"Multiple limbs down blocking road, assessing damage, unable to reach 3-phase pole, bad transformer, pri1 line down, can't access, asset not found in GIS, span pole down.",45.521100384,-73.72410977
G983421067819,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, span pole down blocking road.",45.524376903,-73.731069981
G983421067819,"Line down, unable to reach location, assessing damage, found bad transformer, need to replace pri1 pole.",45.524507307,-73.871463615
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.528295986,-73.664569342
G983421067819,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.528767232,-73.742658799
G983421067819,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS.",45.536399354,-73.804244395
G983421067819,"Transformer issue at pri1, assessing damage, unable to reach location due to pole down blocking road, bad transformer found.",45.536574526,-73.51847794
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.536920961,-73.714976204
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.538528283,-73.577015521
G983421067819,"tps 17123 - Crews assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, span pole down, line down, pole down, pri1, can't access, Asset not found in GIS.",45.543051444,-73.574244628
G983421067819,"tps 1234 -INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION, CAN'T ACCESS, SPAN POLE DOWN BLOCKING ROAD, ASSET NOT FOUND IN GIS.",45.543955546,-73.680336276
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE FOR REPAIR.",45.544073644,-73.58585251
G983421067819,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF 3-PHASE OUTAGE, DISPATCHING CREW WITH BUCKET TRUCK TO REPLACE TRANSFORMER AND REMOVE DEBRIS.",45.545414749,-73.491757693
G983421067819,"[90123] ocr 90123  -INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.548008113,-73.802320305
G983421067819,"Line down, pole down, unable to reach location, assessing damage, bad transformer, no bucket truck, transformer, can't access, span pole down blocking road.",45.548598999,-73.702588746
G983421067819,"Unable to access location, assessing damage, found bad transformer, pole down blocking road, phase up.",45.549156632,-73.561845138
G983421067819,"TREE DOWN BLOCKING ROAD, ASSESSING DAMAGE, UNABLE TO REACH LOCATION, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, FOUND BAD TRANSFORMER, CAN'T ACCESS, LOCATE ISSUE, LINE DOWN, PHASE UP",45.553658105,-73.655885435
G983421067819,"Assessing damage, found bad transformer, pole down, unable to reach location, can't access, phase up, transformer issue, line down, span pole down blocking road.",45.556041091,-73.576925079
G983421067819,"Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, can't access, phase up.",45.558358878,-73.623739243
G983421067819,"Assessing damage, unable to reach location, pole down, line down, bad transformer, can't access, tree down blocking road.",45.562873993,-73.587180217
G983421067819,"Primary down, assessing damage, unable to reach location, pole down, bad transformer, can't access, line down, span pole down blocking road.",45.563589169,-73.692988516
G983421067819,"Transformer issue at pole 123, unable to reach location due to tree down, limb down blocking access road, assessing damage, found bad transformer, line down, pole down, pri1, span pole down blocking road, phase up, can't access, asset not found in GIS.",45.570248572,-73.518154223
